Name,Age,Nationality,Team,Category,Formats,AVG_Place,TTL_First,TTL_Top_Ten,TTL_Races_2023,AVG_T_Behind_First,XCOWCP,XCCWCP
Bjorn RILEY,22,United States,TREK FUTURE RACING,"['Men', 'U23']","['XCO', 'XCC']",8,0,11,14,0,0,0
Levy BATISTA,34,France,TRIBE PYRENEES GRAVITY,"['Men', 'Elite', 'Men']",['E-EDR'],16,0,0,5,0,0,0
Clement CHARLES,30,France,TRIBE PYRENEES GRAVITY,"['Men', 'Elite']",['EDR'],59,0,0,3,0,0,0
Justine HENRY,21,France,TRIBE PYRENEES GRAVITY,"['Women', 'U21']",['EDR'],10,0,5,6,0,0,0
Luca FOURCADE,21,France,TRIBE PYRENEES GRAVITY,"['Men', 'U21']",['EDR'],27,0,1,8,0,0,0
Enzo PEREZ,20,France,TRIBE PYRENEES GRAVITY,"['Men', 'U21']",['EDR'],17,0,2,8,0,0,0
Alizes LASSUS,19,France,TRIBE PYRENEES GRAVITY,"['Women', 'U21']",['EDR'],0,0,0,0,0,0,0
Hugo RODRIGUEZ AGUILAR,20,Colombia,TRINITY RACING MTB,"['U23', 'Men']","['XCO', 'XCC']",80,0,0,4,0,0,0
Cameron MASON,24,United Kingdom,TRINITY RACING MTB,"['Men', 'Elite']","['XCO', 'XCC']",57,0,0,4,0,0,0
Lauren AGGELER,20,United States,TRINITY RACING MTB,"['Women', 'U23']","['XCO', 'XCC']",49,0,0,5,0,0,0
Camilo GOMEZ GOMEZ,21,Colombia,TRINITY RACING MTB,"['U23', 'Men']","['XCO', 'XCC']",53,0,0,2,0,0,0
Alex MALACARNE,22,Brazil,TRINITY RACING MTB,"['Men', 'U23']","['XCO', 'XCC']",0,0,0,0,0,0,0
Paul MAGNIER,20,France,TRINITY RACING MTB,"['U23', 'Men']","['XCO', 'XCC']",50,0,0,2,0,0,0
Adrien BOICHIS,21,France,TRINITY RACING MTB,"['U23', 'Men']","['XCO', 'XCC']",0,0,0,0,0,0,0
Adrien Boichis,21,France,TRINITY RACING MTB,"['Men', 'U23']",[],3,7,14,16,0,0,0
Alex Malacarne,22,Brazil,TRINITY RACING MTB,"['Men', 'U23']",[],15,0,6,16,0,0,0
Eva Lechner,39,Italy,TRINX FACTORY TEAM,"['Women', 'Elite']","['XCO', 'XCC']",38,0,0,4,0,0,0
Gioele Bertolini,29,Italy,TRINX FACTORY TEAM,"['Men', 'Elite']","['XCO', 'XCC']",44,0,0,3,0,0,0
Giorgia Marchet,26,Italy,TRINX FACTORY TEAM,"['Women', 'Elite']","['XCO', 'XCC']",46,0,0,4,0,0,0
Vita Movrin,24,Slovenia,TRINX FACTORY TEAM,"['Women', 'Elite']","['XCO', 'XCC']",66,0,0,1,0,0,0
Cristian Bernardi,23,Italy,TRINX FACTORY TEAM,"['U23', 'Men']","['XCO', 'XCC']",73,0,0,4,0,0,0
Noemi PLANKENSTEINER,21,Italy,TRINX FACTORY TEAM,"['U23', 'Women']","['XCO', 'XCC']",0,0,0,0,0,0,0
Lucia Bramati,21,Italy,TRINX FACTORY TEAM,"['Women', 'U23']","['XCO', 'XCC']",33,0,0,7,0,0,0
Gioele Bertolini,29,Italy,TRINX FACTORY TEAM,"['Men', 'Elite']",[],0,0,0,0,0,0,0
Vita Movrin,24,Slovenia,TRINX FACTORY TEAM,"['Women', 'Elite']",[],33,0,0,2,0,0,0
Frida RØNNING,29,Norway,UNION - FORGED BY STEEL CITY MEDIA,"['Women', 'Elite']",[],0,0,0,0,0,0,0
Oliver DAVIS,20,Australia,UNION - FORGED BY STEEL CITY MEDIA,"['Men', 'Elite']",[],31,0,2,15,0,0,0
Lachlan STEVENS-MCNAB,20,New Zealand,UNION - FORGED BY STEEL CITY MEDIA,"['Men', 'Elite']",[],46,0,0,5,0,0,0
Antoine PIERRON,25,France,UNION - FORGED BY STEEL CITY MEDIA,"['Men', 'Elite']",[],40,0,1,14,0,0,0
Christian HAUSER,18,Italy,UNION - FORGED BY STEEL CITY MEDIA,"['Men', 'Junior']",[],0,0,0,0,0,0,0
Christian Hauser,18,Italy,UNION - FORGED BY STEEL CITY MEDIA,"['Men', 'Junior']",[],9,1,7,10,0,0,0
Frida Helena Rønning,29,Norway,UNION - FORGED BY STEEL CITY MEDIA,"['Women', 'Elite']",[],16,0,1,9,0,0,0
Jure ŽABJEK,29,Slovenia,UNIOR-SINTER FACTORY RACING,"['Men', 'Elite']",[],0,0,0,0,0,0,0
Léona PIERRINI,21,France,UNIOR-SINTER FACTORY RACING,"['Women', 'Elite']",[],21,0,0,5,0,0,0
Benjamin Zwar Kvist,25,Sweden,UNIOR-SINTER FACTORY RACING,"['Men', 'Elite']",[],51,0,0,8,0,0,0
Angel SUAREZ ALONSO,29,Spain,UNNO RACING,"['Men', 'Elite']",[],23,0,2,9,0,0,0
Niko  Velasco,25,South Africa,UNNO RACING,"['Men', 'Elite']",[],0,0,0,0,0,0,0
Ike Klaassen,20,Netherlands,UNNO RACING,"['Men', 'Elite']",[],86,0,0,3,0,0,0
Samuel ÖRNBORG,22,Sweden,VARBERG MOUNTAINBIKE TEAM,"['U23', 'Men']","['XCO', 'XCC']",64,0,0,1,0,0,0
André Eriksson,23,Sweden,VARBERG MOUNTAINBIKE TEAM,"['Men', 'U23']","['XCO', 'XCC']",45,0,0,12,0,0,0
Constance VALENTIN,26,France,VCA ANJOS KTM,"['Women', 'Elite']","['XCO', 'XCC']",58,0,0,1,0,0,0
Pierrick BURNET,21,France,VCA ANJOS KTM,"['U23', 'Men']","['XCO', 'XCC']",66,0,0,2,0,0,0
Mathis TONNEAU,23,France,VCA ANJOS KTM,"['U23', 'Men']","['XCO', 'XCC']",69,0,0,2,0,0,0
Sophie VON BERSWORDT,28,Netherlands,WATERSLEY R+D OFFROAD TEAM,"['Women', 'Elite']","['XCO', 'XCC']",37,0,0,6,0,0,0
Mélanie PUGIN,34,France,WERIDE FULGUR FACTORY TEAM,"['Women', 'Elite']",['EDR'],9,0,6,8,0,0,0
Florian NICOLAI,31,France,WERIDE FULGUR FACTORY TEAM,"['Men', 'Elite', 'Men']",['E-EDR'],11,0,4,5,0,0,0
Mirco VENDEMMIA,26,Italy,WERIDE FULGUR FACTORY TEAM,"['Men', 'Elite']",['EDR'],31,1,1,6,0,0,0
Alberto TIBERIO,42,Switzerland,WERIDE FULGUR FACTORY TEAM,"['Men', 'Master', '35+']",['E-EDR'],5,0,1,1,0,0,0
Mattia SANTORO,27,Switzerland,WERIDE FULGUR FACTORY TEAM,['Men'],['EDR'],135,0,0,1,0,0,0
Marco MELANDRI,42,Italy,WERIDE FULGUR FACTORY TEAM,"['Men', 'Elite', 'Men']",['E-EDR'],32,0,0,4,0,0,0
Franca RUDOLPH,23,Switzerland,WERIDE FULGUR FACTORY TEAM,['Women'],['EDR'],6,0,2,2,0,0,0
Alessandro MAGHETTI,20,Switzerland,WERIDE FULGUR FACTORY TEAM,"['Men', 'U21']",['EDR'],22,0,1,3,0,0,0
Quim FARGAS,27,Spain,WERIDE FULGUR FACTORY TEAM,"['Men', 'Elite', 'Men']",['E-EDR'],27,0,0,5,0,0,0
Luca ZENONE,37,Switzerland,WERIDE FULGUR FACTORY TEAM,[],['EDR'],14,0,1,2,0,0,0
Giada SPECIA,24,Italy,WILIER - PIRELLI FACTORY TEAM XCO,"['Women', 'Elite']","['XCO', 'XCC']",25,0,0,15,0,0,0
Gustav PEDERSEN,20,Denmark,WILIER - PIRELLI FACTORY TEAM XCO,"['Men', 'U23']","['XCO', 'XCC']",24,0,2,13,0,0,0
Morris GRUITERS,20,Netherlands,WILIER - PIRELLI FACTORY TEAM XCO,"['U23', 'Men']","['XCO', 'XCC']",115,0,0,1,0,0,0
Cameron ORR,25,United Kingdom,WILIER - PIRELLI FACTORY TEAM XCO,"['Men', 'Elite']","['XCO', 'XCC']",36,0,0,11,0,0,0
Simone Avondetto,24,Italy,WILIER - PIRELLI FACTORY TEAM XCO,"['Men', 'Elite']","['XCO', 'XCC']",39,0,0,9,0,0,0
Sofie PEDERSEN,23,Denmark,WILIER - PIRELLI FACTORY TEAM XCO,"['Women', 'U23']","['XCO', 'XCC']",6,4,13,16,0,0,0
Daniel GEISMAYR,35,Austria,WILIER-PIRELLI FACTORY TEAM MX,"['Men', 'Elite']",['XCM'],18,0,1,3,0,0,0
Wout ALLEMAN,28,Belgium,WILIER-PIRELLI FACTORY TEAM MX,"['Men', 'Elite']",['XCM'],6,0,1,1,0,0,0
Samuele PORRO,36,Italy,WILIER-PIRELLI FACTORY TEAM MX,"['Men', 'Elite']",['XCM'],10,0,2,4,0,0,0
Fabian RABENSTEINER,34,Italy,WILIER-PIRELLI FACTORY TEAM MX,"['Men', 'Elite']",['XCM'],4,1,4,4,0,0,0
Ana SANTOS,22,Portugal,X-SAUCE FACTORY TEAM,"['Women', 'U23']","['XCO', 'XCC']",30,0,0,4,0,0,0
Cristofer Bosque Ruano BOSQUE RUANO,34,Spain,X-SAUCE FACTORY TEAM,"['Men', 'Elite']","['XCO', 'XCC']",86,0,0,2,0,0,0
Rebecca BARAONA,31,United Kingdom,YETI / FOX FACTORY RACE TEAM,"['Women', 'Elite']",['EDR'],8,1,6,7,0,0,0
Richard RUDE JR,29,United States,YETI / FOX FACTORY RACE TEAM,"['Men', 'Elite']",['EDR'],13,2,8,14,0,0,0
Slawomir LUKASIK,31,Poland,YETI / FOX FACTORY RACE TEAM,"['Men', 'Elite']",['EDR'],19,1,6,8,0,0,0
Michael HANNAH,41,Australia,YETI / FOX FACTORY RACE TEAM,"['Men', 'Elite', 'Men']",['E-EDR'],11,0,3,5,0,0,0
Kate LAWRENCE,26,United States,YETI / FOX FACTORY RACE TEAM,"['Women', 'Elite']",['EDR'],19,0,1,6,0,0,0
Ryan GILCHRIST,22,Australia,YETI / FOX FACTORY RACE TEAM,"['Men', 'Elite', 'Men']",['E-EDR'],9,1,5,8,0,0,0
JT Fisher,20,United States,YETI / FOX FACTORY RACE TEAM,[],[],8,0,5,5,0,0,0
John BROWN,22,United States,YETI / FOX FACTORY RACE TEAM,"['Men', 'Elite']",['EDR'],0,0,0,0,0,0,0
Sian A'HERN,26,Australia,YT MOB,"['Women', 'Elite']",[],12,0,6,16,0,0,0
Oisin O'CALLAGHAN,21,Ireland,YT MOB,"['Men', 'Elite']",[],22,1,5,16,0,0,0
Manuel LETTENBICHLER,26,Germany,YT MOB,"['Men', 'Elite', 'Men']",['E-EDR'],21,0,0,1,0,0,0
Kasper WOOLLEY,25,Canada,YT MOB,"['Men', 'Elite']",['EDR'],16,0,0,2,0,0,0
Jack MOIR,30,Australia,YT MOB,"['Men', 'Elite']",['EDR'],9,0,4,6,0,0,0
Christian TEXTOR,34,Germany,YT MOB,"['Men', 'Elite']",['EDR'],25,0,1,8,0,0,0
Malcolm BARTON,26,Canada,ZEROUNO FACTORY RACING,"['Men', 'Elite']","['XCO', 'XCC']",88,0,0,5,0,0,0
Tyler ORSCHEL,26,Canada,ZEROUNO FACTORY RACING,"['Men', 'Elite']","['XCO', 'XCC']",66,0,0,8,0,0,0
